date,user_submitted_review,title,total_purchased,customer_type
12/18/19,I learned a lot,Fundamentals of R For Beginners,6,Business
2003-05-19,I learned a lot,Fundamentals of R For Beginners,7,Individual
3/25/19,NA,Fundamentals of R For Beginners,9,Individual
2/14/19,Never read a better book,R For Dummies,NA,Business
1/19/19,,Fundamentals of R For Beginners,3,Business
2007-04-19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
10/17/19,Hated it,Fundamentals of R For Beginners,5,Business
12/29/19,Hated it,R vs Python: An Essay,3,Individual
12/22/19,,R vs Python: An Essay,NA,Business
10/22/19,,R For Dummies,6,Business
2012-02-19,Would not recommend,Fundamentals of R For Beginners,3,Individual
4/13/19,Hated it,Fundamentals of R For Beginners,3,Individual
5/27/19,I learned a lot,R vs Python: An Essay,NA,Individual
12/21/19,Hated it,R For Dummies,0,Individual
11/30/19,,R For Dummies,NA,Business
2006-06-19,it was okay,Secrets Of R For Advanced Students,1,Business
5/19/19,NA,R vs Python: An Essay,4,Business
8/30/19,NA,Fundamentals of R For Beginners,5,Individual
10/17/19,it was okay,R vs Python: An Essay,5,Individual
3/17/19,I learned a lot,Fundamentals of R For Beginners,4,Business
8/17/19,The author's other books were better,Secrets Of R For Advanced Students,7,Business
2012-10-19,it was okay,Fundamentals of R For Beginners,2,Individual
2/15/19,OK,Secrets Of R For Advanced Students,5,Business
2004-07-19,NA,Fundamentals of R For Beginners,3,Business
10/22/19,Never read a better book,R For Dummies,4,Business
11/16/19,The author's other books were better,R vs Python: An Essay,3,Individual
2/24/19,A lot of material was not needed,Secrets Of R For Advanced Students,5,Business
2006-02-19,Awesome!,R For Dummies,5,Business
2012-11-19,Awesome!,R For Dummies,NA,Individual
2001-08-19,Would not recommend,Secrets Of R For Advanced Students,NA,Individual
6/20/19,OK,R For Dummies,5,Business
1/30/19,Hated it,Fundamentals of R For Beginners,2,Business
11/23/19,,R vs Python: An Essay,NA,Individual
12/25/19,A lot of material was not needed,R vs Python: An Essay,3,Business
2002-02-19,Hated it,Fundamentals of R For Beginners,3,Individual
7/26/19,it was okay,R Made Easy,3,Business
2/18/19,Never read a better book,R vs Python: An Essay,8,Individual
6/23/19,Never read a better book,R For Dummies,7,Business
3/15/19,Would not recommend,R For Dummies,4,Individual
6/20/19,OK,Secrets Of R For Advanced Students,2,Business
5/17/19,OK,Fundamentals of R For Beginners,2,Business
2001-12-19,The author's other books were better,Top 10 Mistakes R Beginners Make,2,Individual
10/20/19,I learned a lot,Fundamentals of R For Beginners,3,Business
2/21/19,OK,Secrets Of R For Advanced Students,6,Business
12/29/19,Hated it,Secrets Of R For Advanced Students,5,Individual
2003-05-19,OK,R For Dummies,2,Business
1/16/19,it was okay,R For Dummies,7,Business
3/22/19,The author's other books were better,R For Dummies,4,Business
2/21/19,,Fundamentals of R For Beginners,6,Business
2009-01-19,NA,Fundamentals of R For Beginners,NA,Individual
12/18/19,Awesome!,Fundamentals of R For Beginners,7,Business
2011-01-19,it was okay,R For Dummies,2,Business
2009-03-19,Awesome!,Fundamentals of R For Beginners,NA,Business
2007-05-19,NA,Secrets Of R For Advanced Students,NA,Business
2012-04-19,OK,R For Dummies,7,Business
2009-02-19,Never read a better book,Secrets Of R For Advanced Students,9,Business
2/14/19,Awesome!,Fundamentals of R For Beginners,3,Business
3/26/19,Awesome!,R For Dummies,7,Individual
2/18/19,Never read a better book,R vs Python: An Essay,NA,Business
2005-06-19,Awesome!,Fundamentals of R For Beginners,NA,Business
2002-06-19,OK,Fundamentals of R For Beginners,2,Business
10/14/19,A lot of material was not needed,R vs Python: An Essay,8,Business
5/26/19,Would not recommend,R vs Python: An Essay,NA,Business
12/29/19,Awesome!,Fundamentals of R For Beginners,6,Business
8/19/19,I learned a lot,R For Dummies,3,Business
12/15/19,Would not recommend,R For Dummies,5,Business
2001-02-19,Would not recommend,R For Dummies,4,Individual
12/17/19,OK,R For Dummies,2,Business
11/20/19,I learned a lot,Secrets Of R For Advanced Students,6,Individual
2007-08-19,Never read a better book,Secrets Of R For Advanced Students,4,Business
2005-09-19,The author's other books were better,R For Dummies,3,Individual
2006-07-19,it was okay,Fundamentals of R For Beginners,6,Individual
2006-07-19,Hated it,R vs Python: An Essay,5,Business
6/24/19,it was okay,R For Dummies,5,Individual
2012-01-19,Awesome!,Fundamentals of R For Beginners,3,Business
11/14/19,The author's other books were better,Fundamentals of R For Beginners,5,Business
2/28/19,OK,R vs Python: An Essay,3,Individual
1/18/19,Hated it,Secrets Of R For Advanced Students,NA,Business
3/19/19,NA,Fundamentals of R For Beginners,5,Business
2003-01-19,The author's other books were better,R For Dummies,2,Individual
3/31/19,Would not recommend,R For Dummies,3,Business
4/27/19,The author's other books were better,R For Dummies,7,Individual
2011-12-19,The author's other books were better,R For Dummies,3,Business
2011-12-19,I learned a lot,R For Dummies,6,Individual
2/20/19,Awesome!,Secrets Of R For Advanced Students,5,Business
4/17/19,Hated it,Fundamentals of R For Beginners,2,Business
2008-04-19,,Fundamentals of R For Beginners,3,Business
2011-11-19,it was okay,R vs Python: An Essay,4,Business
9/27/19,,Top 10 Mistakes R Beginners Make,3,Business
2008-12-19,The author's other books were better,R For Dummies,2,Individual
4/30/19,OK,Fundamentals of R For Beginners,2,Business
5/26/19,NA,Fundamentals of R For Beginners,7,Business
4/13/19,I learned a lot,R For Dummies,5,Business
8/20/19,it was okay,R For Dummies,7,Business
6/24/19,Would not recommend,Fundamentals of R For Beginners,3,Business
2011-11-19,Would not recommend,Fundamentals of R For Beginners,NA,Individual
6/15/19,OK,R vs Python: An Essay,4,Individual
7/22/19,I learned a lot,Fundamentals of R For Beginners,7,Business
6/23/19,The author's other books were better,R For Dummies,4,Business
2011-07-19,Would not recommend,Fundamentals of R For Beginners,NA,Business
10/15/19,A lot of material was not needed,R For Dummies,3,Business
2006-04-19,NA,Fundamentals of R For Beginners,2,Business
2/19/19,NA,Secrets Of R For Advanced Students,3,Individual
8/18/19,OK,R For Dummies,1,Business
2005-10-19,,R For Dummies,7,Business
1/25/19,,Fundamentals of R For Beginners,3,Business
12/28/19,Hated it,R For Dummies,2,Business
2005-08-19,NA,R vs Python: An Essay,6,Business
2005-03-19,Never read a better book,Fundamentals of R For Beginners,5,Individual
1/19/19,Would not recommend,Secrets Of R For Advanced Students,NA,Business
2005-10-19,Would not recommend,R For Dummies,5,Business
2012-02-19,OK,R For Dummies,0,Business
2005-05-19,The author's other books were better,R vs Python: An Essay,6,Individual
8/29/19,Never read a better book,Fundamentals of R For Beginners,3,Business
8/18/19,Awesome!,R For Dummies,3,Business
2/17/19,Would not recommend,Secrets Of R For Advanced Students,5,Business
2001-12-19,I learned a lot,Fundamentals of R For Beginners,3,Business
2001-06-19,OK,Fundamentals of R For Beginners,9,Individual
2/17/19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
2012-04-19,,R For Dummies,3,Individual
10/24/19,Would not recommend,Fundamentals of R For Beginners,1,Business
7/15/19,NA,R For Dummies,5,Individual
2008-08-19,it was okay,Fundamentals of R For Beginners,5,Individual
1/29/19,Would not recommend,Fundamentals of R For Beginners,8,Individual
7/30/19,,Fundamentals of R For Beginners,NA,Business
11/25/19,The author's other books were better,R For Dummies,3,Business
11/24/19,NA,Secrets Of R For Advanced Students,4,Business
2003-04-19,it was okay,R vs Python: An Essay,5,Business
2004-12-19,Awesome!,Fundamentals of R For Beginners,2,Business
2002-04-19,Hated it,Secrets Of R For Advanced Students,9,Individual
10/18/19,Hated it,R vs Python: An Essay,4,Business
2002-12-19,,R For Dummies,5,Business
2011-08-19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
3/27/19,it was okay,Fundamentals of R For Beginners,1,Individual
2006-11-19,,Secrets Of R For Advanced Students,5,Business
2012-12-19,it was okay,R vs Python: An Essay,3,Business
6/22/19,it was okay,Fundamentals of R For Beginners,3,Individual
7/18/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
9/13/19,Would not recommend,Secrets Of R For Advanced Students,3,Business
2005-08-19,The author's other books were better,Fundamentals of R For Beginners,7,Business
10/25/19,,Fundamentals of R For Beginners,9,Business
2/18/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
1/30/19,Awesome!,R For Dummies,2,Business
11/28/19,A lot of material was not needed,R For Dummies,1,Business
8/31/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2003-03-19,Awesome!,Fundamentals of R For Beginners,NA,Individual
2/15/19,Would not recommend,R For Dummies,NA,Individual
2012-11-19,A lot of material was not needed,R vs Python: An Essay,4,Individual
2/28/19,Would not recommend,Secrets Of R For Advanced Students,7,Business
5/28/19,A lot of material was not needed,Secrets Of R For Advanced Students,NA,Business
2/24/19,OK,Fundamentals of R For Beginners,1,Individual
10/31/19,NA,R For Dummies,2,Individual
2011-08-19,OK,R vs Python: An Essay,9,Business
5/16/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
2005-03-19,The author's other books were better,R vs Python: An Essay,NA,Business
2007-10-19,OK,Fundamentals of R For Beginners,6,Business
2010-06-19,it was okay,R vs Python: An Essay,7,Business
2/26/19,,Fundamentals of R For Beginners,6,Individual
3/13/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
2006-02-19,OK,R vs Python: An Essay,1,Individual
12/26/19,I learned a lot,R For Dummies,4,Business
6/29/19,Never read a better book,R For Dummies,5,Individual
2011-02-19,Would not recommend,Fundamentals of R For Beginners,4,Individual
1/26/19,Never read a better book,R vs Python: An Essay,5,Business
6/26/19,OK,R vs Python: An Essay,NA,Business
6/25/19,Would not recommend,R For Dummies,3,Business
2002-05-19,,R For Dummies,4,Individual
8/31/19,,Fundamentals of R For Beginners,2,Business
2008-06-19,Hated it,Secrets Of R For Advanced Students,2,Individual
4/19/19,NA,R vs Python: An Essay,4,Business
1/14/19,OK,R For Dummies,NA,Business
9/28/19,Hated it,R For Dummies,NA,Individual
8/24/19,Would not recommend,Top 10 Mistakes R Beginners Make,4,Individual
4/18/19,NA,R vs Python: An Essay,5,Business
5/28/19,Never read a better book,Fundamentals of R For Beginners,NA,Business
7/13/19,NA,Fundamentals of R For Beginners,8,Business
2001-09-19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
2004-11-19,OK,Fundamentals of R For Beginners,2,Business
12/17/19,Would not recommend,R For Dummies,7,Business
10/20/19,Would not recommend,Fundamentals of R For Beginners,6,Individual
9/25/19,A lot of material was not needed,R For Dummies,3,Business
2010-07-19,it was okay,Fundamentals of R For Beginners,4,Business
4/18/19,Never read a better book,R vs Python: An Essay,4,Business
12/20/19,Never read a better book,Fundamentals of R For Beginners,NA,Business
11/28/19,Hated it,R For Dummies,3,Business
12/24/19,OK,R For Dummies,2,Individual
2011-11-19,I learned a lot,R For Dummies,2,Business
12/14/19,The author's other books were better,R For Dummies,NA,Individual
2008-11-19,Never read a better book,R For Dummies,5,Business
2007-09-19,Hated it,R vs Python: An Essay,5,Business
2008-12-19,The author's other books were better,Fundamentals of R For Beginners,2,Business
10/15/19,I learned a lot,R For Dummies,1,Business
4/22/19,OK,R For Dummies,NA,Business
3/25/19,NA,R For Dummies,6,Individual
2010-11-19,,Fundamentals of R For Beginners,2,Individual
12/25/19,The author's other books were better,Secrets Of R For Advanced Students,6,Business
2005-03-19,A lot of material was not needed,R For Dummies,5,Business
5/18/19,Would not recommend,R For Dummies,5,Individual
10/27/19,NA,R For Dummies,3,Business
10/19/19,I learned a lot,Fundamentals of R For Beginners,NA,Individual
10/31/19,Awesome!,Fundamentals of R For Beginners,NA,Business
2003-06-19,Never read a better book,R vs Python: An Essay,5,Business
2009-11-19,The author's other books were better,R For Dummies,6,Business
10/31/19,I learned a lot,Secrets Of R For Advanced Students,4,Individual
2003-09-19,it was okay,R For Dummies,2,Business
2004-06-19,Never read a better book,Secrets Of R For Advanced Students,4,Individual
1/28/19,NA,Fundamentals of R For Beginners,3,Business
6/27/19,Hated it,R vs Python: An Essay,6,Individual
8/28/19,Would not recommend,R For Dummies,NA,Business
2012-05-19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
2011-03-19,,Secrets Of R For Advanced Students,7,Business
11/23/19,Never read a better book,Fundamentals of R For Beginners,4,Individual
10/26/19,NA,Fundamentals of R For Beginners,4,Individual
2009-11-19,Would not recommend,Top 10 Mistakes R Beginners Make,NA,Business
2009-12-19,The author's other books were better,R For Dummies,3,Individual
2008-06-19,NA,Fundamentals of R For Beginners,4,Business
2006-09-19,The author's other books were better,Fundamentals of R For Beginners,3,Business
2002-12-19,NA,R vs Python: An Essay,NA,Business
6/25/19,Hated it,Fundamentals of R For Beginners,4,Business
11/29/19,NA,R For Dummies,5,Business
2/23/19,NA,R vs Python: An Essay,2,Business
2011-06-19,Would not recommend,Fundamentals of R For Beginners,7,Individual
2012-03-19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
1/27/19,NA,R For Dummies,5,Individual
10/28/19,The author's other books were better,Secrets Of R For Advanced Students,NA,Business
2/24/19,Awesome!,R For Dummies,5,Business
5/30/19,Never read a better book,Fundamentals of R For Beginners,4,Business
7/15/19,OK,R For Dummies,3,Individual
2008-06-19,Hated it,Fundamentals of R For Beginners,6,Individual
10/26/19,NA,Secrets Of R For Advanced Students,NA,Individual
2001-07-19,NA,Fundamentals of R For Beginners,2,Business
2004-05-19,it was okay,R vs Python: An Essay,4,Individual
2008-01-19,I learned a lot,R For Dummies,6,Business
4/18/19,I learned a lot,R vs Python: An Essay,0,Business
5/30/19,I learned a lot,Fundamentals of R For Beginners,NA,Business
7/28/19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
2003-02-19,Awesome!,Fundamentals of R For Beginners,2,Business
1/14/19,Awesome!,Top 10 Mistakes R Beginners Make,3,Individual
2007-03-19,Awesome!,Fundamentals of R For Beginners,4,Business
1/31/19,NA,Fundamentals of R For Beginners,1,Individual
6/24/19,Never read a better book,R For Dummies,6,Business
7/17/19,Would not recommend,R For Dummies,6,Business
2009-06-19,Would not recommend,Fundamentals of R For Beginners,1,Individual
2003-02-19,Never read a better book,R For Dummies,4,Individual
10/19/19,I learned a lot,R For Dummies,3,Business
2004-02-19,OK,R For Dummies,6,Business
6/26/19,OK,R vs Python: An Essay,2,Business
4/30/19,OK,R vs Python: An Essay,1,Business
5/17/19,The author's other books were better,R vs Python: An Essay,4,Business
2/18/19,NA,R vs Python: An Essay,6,Business
2/14/19,OK,Fundamentals of R For Beginners,4,Business
5/14/19,,R vs Python: An Essay,NA,Individual
2/19/19,it was okay,Fundamentals of R For Beginners,3,Business
11/29/19,Hated it,R For Dummies,3,Business
9/26/19,OK,Fundamentals of R For Beginners,4,Business
4/18/19,The author's other books were better,Fundamentals of R For Beginners,NA,Individual
8/18/19,Hated it,R For Dummies,3,Business
3/27/19,I learned a lot,Fundamentals of R For Beginners,0,Individual
